1,1,9.999000099990002E-5,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
5096,1,0.5095490450954905,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5096,2,0.5095490450954905,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5097,1,0.5096490350964904,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5097,2,0.5096490350964904,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5098,1,0.5097490250974902,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5098,2,0.5097490250974902,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5099,1,0.5098490150984901,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Big, Park: Big, Functionality: Farming])
5099,2,0.5098490150984901,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5100,1,0.50994900509949,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5100,2,0.50994900509949,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Industrial])
5101,1,0.51004899510049,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5101,2,0.51004899510049,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5102,1,0.5101489851014899,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Big, Park: Small, Functionality: Farming])
5102,2,0.5101489851014899,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5103,1,0.5102489751024898,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: Medium, Functionality: Farming])
5103,2,0.5102489751024898,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Industrial])
5104,1,0.5103489651034897,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5104,2,0.5103489651034897,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Industrial])
5105,1,0.5104489551044895,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5105,2,0.5104489551044895,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5106,1,0.5105489451054894,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5106,2,0.5105489451054894,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Industrial])
5107,1,0.5106489351064893,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5107,2,0.5106489351064893,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5108,1,0.5107489251074893,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: Small, Functionality: Farming])
5108,2,0.5107489251074893,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5109,1,0.5108489151084892,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5109,2,0.5108489151084892,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Industrial])
5110,1,0.5109489051094891,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5110,2,0.5109489051094891,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5111,1,0.5110488951104889,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: None, Park: Medium, Functionality: Farming])
5111,2,0.5110488951104889,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5112,1,0.5111488851114888,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: None, Park: Small, Functionality: Farming])
5112,2,0.5111488851114888,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5113,1,0.5112488751124887,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5113,2,0.5112488751124887,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5114,1,0.5113488651134886,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5114,2,0.5113488651134886,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5115,1,0.5114488551144886,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5115,2,0.5114488551144886,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5116,1,0.5115488451154885,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: None, Park: Medium, Functionality: Farming])
5116,2,0.5115488451154885,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5117,1,0.5116488351164884,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5117,2,0.5116488351164884,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5118,1,0.5117488251174882,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5118,2,0.5117488251174882,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Industrial])
5119,1,0.5118488151184881,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5119,2,0.5118488151184881,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5120,1,0.511948805119488,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: None, Park: None, Functionality: Farming])
5120,2,0.511948805119488,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5121,1,0.512048795120488,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5121,2,0.512048795120488,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5122,1,0.5121487851214879,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: Big, Functionality: Farming])
5122,2,0.5121487851214879,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5123,1,0.5122487751224878,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5123,2,0.5122487751224878,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5124,1,0.5123487651234877,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5124,2,0.5123487651234877,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5125,1,0.5124487551244875,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: None, Park: Medium, Functionality: Farming])
5125,2,0.5124487551244875,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5126,1,0.5125487451254874,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5126,2,0.5125487451254874,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Industrial])
5127,1,0.5126487351264873,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5127,2,0.5126487351264873,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5128,1,0.5127487251274873,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: Big, Functionality: Farming])
5128,2,0.5127487251274873,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5129,1,0.5128487151284872,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5129,2,0.5128487151284872,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5130,1,0.5129487051294871,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: None, Park: None, Functionality: Farming])
5130,2,0.5129487051294871,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5131,1,0.5130486951304869,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: None, Park: Medium, Functionality: Farming])
5131,2,0.5130486951304869,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5132,1,0.5131486851314868,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5132,2,0.5131486851314868,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5133,1,0.5132486751324867,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5133,2,0.5132486751324867,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5134,1,0.5133486651334866,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5134,2,0.5133486651334866,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Industrial])
5135,1,0.5134486551344866,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5135,2,0.5134486551344866,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Industrial])
5136,1,0.5135486451354865,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Big, Park: Big, Functionality: Farming])
5136,2,0.5135486451354865,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5137,1,0.5136486351364864,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5137,2,0.5136486351364864,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5138,1,0.5137486251374862,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5138,2,0.5137486251374862,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5139,1,0.5138486151384861,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5139,2,0.5138486151384861,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5140,1,0.513948605139486,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5140,2,0.513948605139486,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5141,1,0.514048595140486,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5141,2,0.514048595140486,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5142,1,0.5141485851414859,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: Big, Functionality: Farming])
5142,2,0.5141485851414859,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5143,1,0.5142485751424858,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5143,2,0.5142485751424858,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5144,1,0.5143485651434857,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5144,2,0.5143485651434857,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5145,1,0.5144485551444855,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5145,2,0.5144485551444855,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5146,1,0.5145485451454854,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: None, Park: None, Functionality: Farming])
5146,2,0.5145485451454854,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5147,1,0.5146485351464853,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5147,2,0.5146485351464853,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Housing])
5148,1,0.5147485251474853,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5148,2,0.5147485251474853,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5149,1,0.5148485151484852,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Big, Park: Big, Functionality: Farming])
5149,2,0.5148485151484852,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5150,1,0.5149485051494851,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5150,2,0.5149485051494851,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Housing])
5151,1,0.5150484951504849,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5151,2,0.5150484951504849,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5152,1,0.5151484851514848,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: None, Park: Medium, Functionality: Farming])
5152,2,0.5151484851514848,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5153,1,0.5152484751524847,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5153,2,0.5152484751524847,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5154,1,0.5153484651534846,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5154,2,0.5153484651534846,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
5155,1,0.5154484551544846,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
5155,2,0.5154484551544846,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Medium, Functionality: Commercial])
5156,1,0.5155484451554845,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: None, Functionality: Farming])
